labels,samples
1,"[-0.9734190572167438, 0.5324008373666774, -0.924881164711693, -0.3048779376876338, -0.08035554515424435, 0.9432032911355515, -0.061020439099473106, 0.685174710347943, -0.5124870736225241, -0.014279534866304096]"
1,"[-0.5034790717341033, 0.8154214013600738, 0.004324109473700835, -0.10600079221847872, 1.6965028952038672, -1.2258628079926353, -1.1606675131869035, 1.5400072028732121, 0.16173329919071291, 0.0606328911041795]"
2,"[0.5098603009775279, -0.08699230377042319, 1.6667474084753706, -0.6124692583458526, -0.26535572220710985, 1.620349100572568, 0.44327708919971126, -0.035536348197400286, 0.0546777882426366, 0.23091980023493305]"
2,"[-0.8984928476921941, -0.7756843571010299, 0.7158829812663028, -1.143716228825224, 0.03507086027233303, 0.821963177745449, -0.44433636786940023, -0.342252930666835, -1.4754921444984788, -0.36128360016687056]"
1,"[-1.0544759536200792, 0.7649699095177728, -0.9113782298837914, 0.9124659238557109, -0.9586801419541873, -0.09987875899441288, 0.2705807577063025, 0.9083287399190917, 2.0661951406039347, -0.5383451482040598]"
2,"[0.6842985341730097, -0.9637711733676788, 1.3373064547065394, -0.7662745996690439, 1.0777198050571986, -0.003431435789814727, 0.5418645153767748, 1.7532983340504458, -1.2460732903128782, 0.8309118289688453]"
1,"[1.063269990110306, -0.7248389673033204, -1.0450832756636472, 1.6697181214198527, -0.622144399200853, 1.1797137402520221, -0.47588699741743107, -0.3001413033622089, -0.23913614346370157, 1.9224364309337514]"
1,"[-0.24118698681355982, -0.8006670365152618, -1.3443166133319007, 0.8678428337854316, -1.1433948941234553, 1.2918362830441743, 0.46931032828400104, 0.2974674475913141, 0.6613720989092827, -1.2046992833710637]"
1,"[1.0555819643213795, -1.7406627300413853, 0.5767388699381283, 0.8098173755085084, -1.349635342514072, -0.6985766307963508, 1.656770339812289, -0.17882552509007138, 1.0427860249317602, -1.099330720895126]"
2,"[-1.0811388977824694, 0.2271570498835765, 1.746768220378351, -1.0265858814312732, -0.3903823062185235, 0.9777258070862194, -1.3415394314603732, -0.910958008457958, -1.3886815514728998, -0.23655810426498308]"
2,"[-1.099132214556791, 1.3724180680291573, 0.8950551114835913, -0.6027088801127276, 2.5788333428701358, 1.5212821579829856, -0.3501045646923102, -0.3750742001706378, 1.398794744439752, 0.247681803295277]"
1,"[-1.0059868690299305, 0.31927925600574264, -0.27476669190787717, 0.8745125546579883, -2.21442963483197, 1.5754968456101948, 0.1648217289155311, -0.16255726547680605, -1.1787243571199408, 1.4653171431021577]"
1,"[0.5046847684009126, -0.24063529386469887, -0.8157932934256013, 1.6574019607491706, 0.27048173176661044, -0.7794822955407872, 0.02751307556588429, 1.1700892323497258, -0.48851425673902876, 1.0570257150409779]"
1,"[-3.0527604741330348, 0.29230538444777987, -0.6035992852906809, 0.07764234096378309, 0.021743265707618743, 1.088237521735886, 1.5125373111811895, -0.5844639485453877, -0.572409901030205, -0.6293566948383499]"
2,"[0.4985154277803992, -0.7128375585242125, 0.2827779889487805, -0.8459719312971611, 0.6323940766708093, -1.2308996814180704, 0.6207853087696943, -0.18924576388434117, -0.6731819415241082, -0.39319308953882853]"
1,"[-0.7025844953743419, 0.2162472701489334, 0.5349524134386968, 0.09711420840992109, 0.17963448631611198, -0.542726984357431, -0.2277913545320043, 1.1928662144929527, -0.6864737801156147, -1.594685180476055]"
2,"[0.23496607904997027, -0.19597073810006352, -0.3393528581484489, -0.5074938830711243, -1.3695626593872745, -0.07983042431149316, 1.0869766632594664, -0.7220692667006224, -0.5314388477966718, 0.6371084233565905]"
2,"[-0.9423383972563504, 1.9715205814302232, -1.160911665780843, -0.991261870226128, 0.2719717661589416, -0.7849552662836918, -0.058684844302071576, 1.1705371313623747, -1.0624898804521867, 0.7026704662314881]"
1,"[-1.871410578593774, 2.323436393596707, 1.3967220336912178, 0.9815872534993236, -0.04805884582554741, -0.21107345668187946, -0.9164611783332941, -0.4747063968304263, 0.9409481391155832, -0.3892656792183885]"
1,"[-0.2124906523955379, -1.2878829984503395, -1.1675293700739224, 1.3744202110962243, -0.9190713231075334, -1.0762439905118972, 0.08320555460753805, 0.7651023904897334, -0.20503626021842922, 0.9526011124466505]"
2,"[-0.7197447222940551, -0.4631876386704102, -0.07724188068674875, -1.0019012827218676, -0.618239903293192, -0.9807356425059338, -1.7875938182412234, 1.7928117417432359, 0.970600345050618, -1.7377085328635486]"
2,"[2.2935779011590984, -0.20597878449877183, 0.5418024180982719, -0.5309393145380779, 1.685598499650919, -0.7955086190011066, 0.8471008266769429, 0.6740674228419631, 0.8139169872092343, 0.19410440554330483]"
2,"[0.9111746368372606, -1.230163384003837, -1.8948265916966058, -0.5485258083868133, -0.5746770760590696, 0.5038256314312803, 0.28532796857423287, -1.1784763338973487, -0.2548750236692661, -2.0741362183930234]"
1,"[-0.6909314094471198, -1.372409376231298, 1.335228128066949, 0.527495385602227, 0.39997084645810616, 1.160884656769916, -1.0577063742050674, -1.3211382495030752, -1.022251915836087, 0.4287206457116904]"
2,"[-1.9977584710611422, 0.43485086933555117, 0.013983615696918165, -0.9063551956826716, -1.1172033748049321, -1.2977854750932356, -0.16485089370082393, -0.3199653947297378, -2.5533218274804477, 0.47078250035507396]"
2,"[-0.4912268528100994, 1.5174712613878616, 0.20962717476970466, -1.233106171727895, 0.15335151453488502, -1.8932171702344054, -0.6410077206566175, 3.4910127414315677, -2.0211465890959643, -0.7829036650116833]"
2,"[0.7555312769550889, 2.976839313572398, -0.06871531477553898, -1.3538809293438856, 0.05403239253940376, -0.1366495539228466, 2.0273510460036137, 0.8303000705232376, 0.4832653524768744, 1.0318707190901772]"
1,"[0.002194263568490023, 0.40244055492195274, 0.5623857538508796, 0.7125354862304716, -1.3013204822179325, -1.1923925918335405, 0.9608032897528529, -0.24685246766501304, 0.46968683118581295, 0.24157772125596097]"
2,"[-1.4165445351812718, -0.43006440151107267, -1.1580945478117417, -1.0419254165536562, 0.9976523002104851, -0.20178185188763034, -0.21864997317349985, 0.7276724225480876, 1.3048836352662683, -0.42670078740952927]"
1,"[0.10545163137210635, 1.3947042283822604, -0.40719313362132464, -0.20162384316062376, 0.534189276720883, -1.3073978289585702, 0.01681094604887529, 0.03930028072369455, 0.5722803306886739, 1.3325209820742658]"
2,"[-0.30111656175142726, -1.1609534515137567, -1.354832013118559, -1.3350242890716366, 1.4529108145460665, -0.5558190103220165, 0.7300829043770108, 0.09593315882301924, 0.7607588476442653, -1.8668727506884153]"
2,"[-1.0181943309898285, 1.1456771664524372, -0.980320980046839, -0.9559402792695035, 0.9555195098931624, 1.2744146505332976, -1.2323955991938493, -1.651358383328563, -2.3338293617669357, -0.10979791434999026]"
2,"[2.1334568104588723, -0.4135651772356352, -0.4040466061161272, -0.30228778772108683, 1.3038392228407347, -1.753389799948914, -0.9426662705631758, -0.6501743817472185, 0.9295596688757645, -0.31336708377809247]"
1,"[0.45386120125114665, -1.8999754634332053, -0.8511334147547779, 1.3968646277751344, 0.12678486536934785, -0.3606942978160626, -0.8556874741213898, -0.6622889353585668, -0.9648600871187623, 0.7983298641121221]"
2,"[1.5031994139561773, -0.9132339571769555, 0.610062547922068, -0.6013186893626018, -0.7755422166418545, 0.9322603851299102, 0.31285964648938563, 0.047905616505172624, 0.03414004441987969, 0.6991536400871957]"
1,"[-0.43924367340849757, 0.06928318340324817, -0.1759419269776184, 0.9420534620177708, -0.02956098336938196, 0.6099773847329757, -1.3148800841322017, 1.0227000568028084, -0.2303718437915944, -0.2559207935438695]"
2,"[-0.23641630132135738, -0.2209414812126164, -0.4043998169192825, -1.1215869285036715, -1.9528808339973143, -0.6024996361722487, 1.697716612975168, -0.5363350716092949, 0.5664893401576647, 0.2543528368488529]"
2,"[-1.266473417330291, 0.9493098121755373, 0.7922526788024354, -1.2377583734338347, -0.777227970954367, 0.33701284245226587, -0.7557674323241222, -1.5356261425217979, 1.4662030619061683, 0.9275439659957729]"
2,"[-0.4241229399667941, -1.0710904617639327, -1.17047025463173, -0.5947012458580861, -0.6317573927804631, 2.037396756334306, -0.26332877605993704, 2.216600208672652, -1.5306826596299354, -0.8959841111139075]"
2,"[-0.11665073418875319, -0.746609696447556, 1.859674766951386, -0.6346155004070482, -0.8068300263819987, -0.8582641359943458, 1.4179125572442957, -0.8133646643172857, -2.3456028059175855, 1.7700895560977095]"
1,"[-0.3277662822653316, -1.4819488167398531, -0.8785734195217373, 0.4986450551394851, -1.0690836519292117, -0.5895158756669886, 1.2875534039049894, 0.4110878749538256, -1.4815544597272812, 0.004842367898065862]"
2,"[-0.6077841593792908, -0.9133207666437122, -1.2862358094038902, -0.9153522275324583, 1.1880976850426754, 1.2482417286980758, -1.277185955876548, 1.3129558438843096, 0.5217125740875401, 0.875843935609971]"
1,"[-0.18592129097627835, 0.11406601706633943, -1.0300922856192178, -0.5081454139728196, -0.10664783693167043, 0.993590238270912, -2.0659426496749194, 0.42517541358242994, 1.1598785019646107, 1.3588943002299902]"
1,"[-0.7087141650493977, 0.9987814421618227, -0.547248357452517, 0.9205800490452505, -0.6932984926826512, 1.487890864308259, -0.018649091314083262, -0.12184101586543192, -0.2773509473143711, 0.1226061596730767]"
2,"[-0.5875407879549155, 1.531360776068927, -0.0030190574393363493, -1.4627141807601536, 0.7375032463049818, 0.8620173503889363, -1.3745493052622022, -0.14551886276486867, -0.6598819119983286, -1.5581978694018157]"
1,"[2.229105494364477, -1.4591786936095819, -0.3529738472609632, 1.131247677206454, -1.6066068602154442, -1.6588345927157027, 0.4877609241899798, -2.7550818717671826, 2.0950006087084985, -1.0875820657426032]"
1,"[-0.14908325790589225, 0.6726078922436913, 0.6378034007046529, 0.9593262916582607, -0.5831850675893239, 0.5409080689902954, -0.0902806983621003, -0.4592022002387383, 0.26153573784005, -0.29724877693783036]"
2,"[0.6994426633004958, 1.8007131895214874, 0.31423183939256666, -2.0064597986486468, 0.8545420110740037, -0.29724567951779646, -0.10065118145779155, -1.3123454446778413, 0.20732301548743248, -0.2737169315151647]"
2,"[-0.1859985984597341, -0.14674542997570025, -0.9817233507019543, -0.7744061506479304, 1.194357809989659, 0.3567556054649402, -0.8008070263173869, -0.6983589927233469, 1.9182863211024992, 0.2415163254913034]"
1,"[-0.7790059943815223, -0.21331418443970948, 0.3093516275947929, 1.8348632951605912, 0.4889511801699723, 0.5999845840199185, -1.2054025954660492, -0.6307708290454118, -0.4434630943707588, 0.48295037346314945]"
1,"[-1.73393244291624, -1.450405511875487, 0.4377147169959309, 0.6860400575780926, 1.1555726458071007, -0.3845632902037721, -0.6186376670441559, -0.12978260989739657, -0.14076302284500258, -1.1673946411798204]"
1,"[-0.9119748659253819, -0.38763193416041786, 0.3325740478389006, 1.5738540137250745, -0.32007458489155605, 1.1719054734332026, -1.2369150354261707, 2.4178507605098574, 0.8695539082585695, -0.25256896851709437]"
1,"[0.9280530983238524, -0.0655970255699102, 1.1813348475676644, 1.7282668374268895, 0.11798504145810929, -1.5605366384353472, 0.1933292513006825, 0.16987196302645163, 2.2245156614331334, 0.3474326533050456]"
2,"[-1.4647569403569474, 1.8273821428274675, -0.17997766982013946, -1.8735808941323624, 1.3425643895477615, -1.344633052352708, 0.2705134234328835, 0.6741606506907497, 0.054495539955062414, -0.7359771553280087]"
1,"[-1.029982705013098, 1.1801025456131247, 0.2749806938602579, 0.96332163791576, -1.4650116529610788, -0.4835067899331893, -0.05400661978317995, -1.203342835868815, 0.34059565930980534, -1.6412433155717838]"
1,"[-1.915802366560769, 1.5943584060942342, -0.1469738808654724, 0.5452067642746158, -0.89549697522167, -0.9294987609235331, 0.7742652426206269, -1.0233978875179, 1.0877767791597668, -0.8532248389563667]"
2,"[-1.3262066719483299, -0.39663624609975234, 1.7808040322726955, -1.5181117331936114, 0.09570442554463375, -0.1800447784045798, 2.496550333035823, -0.5739687221336158, -0.6750576654726245, 0.4193088668514469]"
1,"[-0.40351744401465245, 2.759879668662484, 0.32904574801007713, 1.1532666141954755, -0.4739471396389495, -0.3309051072740298, -0.9586526330598479, -0.7991727510318876, -0.526766943660711, -0.9895522157608927]"
2,"[-0.7146454799971658, -1.9754335072930964, 0.522392960837013, -1.1732113134938043, 1.4258735055724747, -0.3680472426096822, 0.13677449156360255, -2.925383817845777, 1.921906714051164, -1.2961549899902987]"
1,"[-1.5882953161229372, -0.4224229981998177, -0.027449629999358023, 0.3514644180663709, -2.322039475946314, 0.7989764982599049, 0.4579489258809785, -0.14174516158137546, 1.128773429062903, -0.18060737648546604]"
2,"[-1.5351494728583104, 1.3052058383928142, 1.4268163557605948, -0.8646402762345217, -0.9460142671196091, -2.2857978440153373, 0.44937636838449185, -1.6106249068320868, -1.2339271586528069, 1.0490788007531116]"
1,"[1.0154298814996938, -2.0578873090552396, -1.255813029849099, 0.3939736630789207, -0.2024300203695928, 0.0026364890660179985, 0.5055713420038997, 0.9476232648364699, -0.6078797180326362, 0.5094484017658348]"
2,"[0.6277776089333023, 1.2509151978831998, -1.6420266699083794, -2.059168454975925, 0.42714679037515946, 0.28254823362455805, 0.7727627838331418, -0.7373170867081472, 1.1900528799595491, 0.7698863575168495]"
2,"[0.08634752812497336, 0.2090171266864382, -1.4899299090467069, -1.1573538451880523, 0.10899765262336385, 0.917302550688727, 0.8967322161217255, 0.29833588526968513, -0.06705485305586699, 0.627534521305298]"
2,"[-0.5079242520328079, -0.07238769610694984, -0.8272674082493953, -0.6856241741735872, 1.380616186529403, 1.136269948087601, -0.23870754673913658, 0.3755163839108175, 0.04105524067985777, -0.49328545348950487]"
2,"[0.5053947766042296, -0.41236612147605883, -0.26136086624957605, -0.43992441677880084, 0.5028822444885782, -0.2323258651647727, 0.32935252352043404, -1.4565273795572624, -0.3879193451987792, 0.5600548200936735]"
2,"[1.166315779538149, 0.1387926085536392, 0.56419369809668, -0.5114669630422358, 0.05843143074537939, -0.1102611129956968, 1.3096661802936407, -0.07565472356112109, 0.8324121167976626, 0.7347746952944693]"
2,"[1.8720608820241773, 0.8013463314438162, 1.2436484688294442, -0.9851231518789503, 0.3147214237246926, -0.16335773209435914, 0.20634486585367187, -0.6231089185598071, 1.1967213243245531, -1.2182322529339478]"
2,"[-0.39596368911804364, 0.934705204512064, -0.7144789159609729, -0.5547240648475934, -0.8315885962849103, -1.9046214692255827, 0.11997509284012405, 0.3297040163478355, 0.8410248841857194, 0.08307496170417303]"
1,"[-1.907723734539645, -1.86764870313136, 0.736849041393219, 0.720869854035369, 0.2142681746917333, 1.2949729458844412, 0.6496616621749173, 1.3202114025507468, -0.8864574881244152, -0.25065322879801316]"
2,"[-0.15223658946790236, 0.031036017468598822, -0.6781267647564482, -0.9118336702334806, 1.4873103380171853, -0.18620376766545252, -0.1600279507435391, 0.12812311365514742, 0.6174553809378229, 0.9139179434770798]"
1,"[0.4907694213788807, 0.9496212411375269, -0.5437057768634581, 1.3195008997704003, 0.45847828759748677, 1.5839233385565636, 0.032561136094003004, -0.22265781421252004, -0.5612599917510872, 0.6452731007472267]"
1,"[0.19783509130543614, -0.6133506542660783, -0.29315269468559974, 1.2267463273746497, -0.18301588578710312, 0.013881931261736664, -0.8470345174924625, 1.01885846142509, -0.19153862440331357, -0.4593710086779476]"
2,"[0.14781002908346957, 0.2688928712635091, -1.2707526091566808, -0.5786501576707012, -0.881214081046548, 0.23206415112382137, 0.29963599918120604, -0.5627307129700981, 1.7736968777151965, 0.1022333182038084]"
2,"[-1.7491416730824256, -2.52350724589793, 1.2706400577250125, -0.9436696192710051, 1.7164890445530765, -0.9945136869884874, -0.4324563910621354, 0.06689167057980443, 0.6415756346382321, 0.8364211395380409]"
1,"[-0.4347242372375263, -0.26018044530496054, -0.6366344919178657, -0.13333217470980885, 0.358902283206768, -0.8845675834767918, -0.5251897554083624, 1.5105198423097135, 0.3765661471696735, -1.6056625513350666]"
2,"[0.2695398166180872, 0.3685360325618052, -0.39370257545229354, -1.048192408072416, -0.6670353258933472, 2.6902991974962265, -0.39266887039555765, -0.40865953269601796, 0.22792526291758924, 1.0357962107929717]"
1,"[-0.48499546276207556, 1.7438801167542373, -0.3700669652120419, -0.3772574058894278, 0.7329236331726486, -0.20355861961263325, 3.3501127475379984, -1.90248988765134, 0.03559598298690498, 0.42008494768907173]"
1,"[-1.582835983705741, 0.052235974368909324, 0.8039819432091019, 1.419929596174679, -0.5676457214266104, 0.9955784777809522, 1.2466624051456634, -0.5721984063528524, 0.44278370756615293, 0.07889525316334325]"
1,"[-2.0732441426370163, -0.009680877795277458, -0.03688540431222092, -0.09728692944558054, 0.8627243852370516, -0.6358990244607567, 0.03576805648923032, -0.5511056055648795, 1.195004299727576, -0.5079456109191492]"
2,"[0.25733947508429705, -0.22029583580361375, 1.6387123720319368, -0.5591444067452772, 2.086708418569487, 0.26361189650984906, -2.555827628494958, -0.5370261737057348, -0.5654506784985096, -0.37499691978843624]"
1,"[3.3475606660938513, -0.04333690805683402, 0.7814469035576576, 0.7939187629779094, -2.105972839063033, -0.6689979002126328, -0.0450200067546238, -0.01738427803093576, -0.7514299366340524, -0.039167842964373326]"
2,"[-1.4962048108637556, -2.744335337670187, -1.0046439708797543, -1.016879716765005, 1.3755466910968546, -0.5321817262537977, -0.0019612463868662034, 0.10054996403032189, -1.3325439595661277, -0.40490720957373155]"
1,"[0.3263597997543208, -0.6904472268110012, -0.42593805950629665, 0.6196710345518944, -0.43015655499771144, 0.26576202829551604, 0.6592140840980247, 0.8749318897836498, -0.08411349754616824, 0.5185138701410565]"
1,"[-0.4624481248899734, -0.5618172994443223, -0.098722048182139, 0.32953018977556386, 0.748889369161471, -0.07523066003024995, -1.6089730756760927, -1.080821175639546, -0.7031269733594027, -0.6378014904052364]"
2,"[1.6844315508621963, -1.3901119967396496, 0.45909206301762634, -2.0840931423385554, -0.28300546500915713, -1.6484967590902162, -2.2662882428146753, -0.40924828682802905, 0.06601506514324916, -0.04851342951584536]"
1,"[0.49532954569903925, -0.7939631754449789, -0.06388936986665975, 1.2888077920842151, -0.35455158083108007, 1.7466331701751645, -1.0041283923466033, 0.7527355136789516, 0.9951475512000071, -0.004086878624321917]"
2,"[1.5995865877695303, -0.013363769422428702, -0.9695551909307203, -0.9308098707826379, 1.793398818187582, 1.401178326002438, -0.3224120885122761, -0.14993603877422607, 1.3749765314406595, -0.05719325574431169]"
1,"[0.8581457720015471, -0.43941595131743366, -2.0379645556372776, 0.9171912170669668, -0.10741964911690849, 0.0808638484755553, 0.6696941110116663, -1.5902090212939994, 2.9483300935358017, 0.2100932056924923]"
1,"[0.8010847115813792, 1.624979360374311, -1.3223946943198956, 0.7427968215806149, -1.876159207786078, -0.43587808244381826, 0.7111720234378092, -0.40771104066923225, 0.7332987404940413, 1.0299962296504752]"
2,"[-1.765132115713006, -1.0229090374773182, 1.7348009433010947, -1.660529805228255, 1.2565815996134313, -0.9034239862804099, 1.7051083082139322, 0.7551786913248705, 0.413943427990929, 0.28436673198700785]"
1,"[-0.3695804759813156, -0.4866554928897384, -0.24351467620875125, 0.9966445876442267, 0.9414235981417846, -1.222431703576072, -0.6090450455548283, 0.6128228062662481, 0.18722758211541743, -0.3680160294851041]"
2,"[0.20539800103561207, 1.4174450533175016, 0.5275949657654242, -0.6378387873865353, -0.041770760889966584, 1.4501891887949718, -0.4668541548877216, 1.1383654167615307, 0.6264346926345964, 0.9902933154022948]"
2,"[0.19219062780943802, -0.25188905611136525, 0.5076923462507033, -0.5879748911701517, -0.9047284314568795, -0.026047786694862757, -0.3750534204778064, 1.0970908134036192, -1.0625912432638152, 1.284427952862097]"
1,"[0.5779956584027294, 0.3238964345188624, 0.8927720939472937, 0.9425055644413841, -1.787029171635264, 1.3037039986743328, -0.12154792096827781, 1.0397637931693073, 0.0439650700803401, 2.001835544268353]"
2,"[-0.6315602793568472, 1.2254420449817929, -0.5352372860438722, -1.8494573090299888, -0.4845282478237412, 0.41311738939764825, -0.9552728545298732, -1.3643716510316881, -1.0071805967737717, -0.9772366090941097]"
2,"[1.2722097394090974, 1.4946783507725663, 1.5944686727213357, -1.4081157943881366, 0.702206090699937, 0.6462705974483106, 1.725193016486768, -1.7791068831669774, -0.5400116843801478, -0.08852236327849089]"
2,"[0.25798133063772555, 0.6180763554638273, 0.7076534551679892, -0.6294245513804643, -1.043282407451526, -1.6487922124932348, -0.7171517290128673, 1.240212788176184, -0.7121759079974965, -1.3594415523375745]"
1,"[-0.9546719924787287, 1.0679186717234945, -0.6160340192529755, 0.546294908009394, 1.126578137631698, -0.003204786603937365, -0.6455432367154269, -1.3842149959766838, -0.6124420684226957, -1.3194364558102203]"
2,"[1.2551736113444052, 0.38355081495570376, -0.27193624522922305, -0.8174739890189916, -0.8233450596468055, -1.0475111470683285, -0.9725777627985724, -0.03191059555654671, 0.7316165273677245, 1.558857427793282]"
1,"[-2.391522103635455, -0.038178255494819575, 1.1716743892937647, 1.7085447162837406, 0.0390941861315324, 1.2550169204330526, -0.4648351316743052, -0.26717512535431387, 0.8536041114954751, 0.4692476062386343]"
2,"[-0.8174746050305866, -1.2090741091736414, 0.5866202039703353, -0.4375172376003972, 0.3074832816765658, -0.5228071516682901, 0.5547957108407015, -2.258336533085141, 1.342279345689638, -1.5279163271021066]"
2,"[0.1277294102558431, -1.491531496751454, 0.29553261194034786, -0.2484362900424694, -1.0294113406084513, 1.2317044327428097, 1.031790698752189, 0.09563624839155749, 0.3603562882434116, -0.702422451324992]"
2,"[-0.34150158422720994, 1.5662896501368029, 0.5078789481844458, -0.7714815223358623, 0.8320324727538877, -1.9519628179257162, 0.005401304166388372, -1.5401669467654158, 0.714744226632134, -0.15530464697595808]"
1,"[-0.0388997499068801, -0.9682060520006097, -1.646116679639795, 0.2071750098757432, -1.8969777492958197, 0.053640650502205414, 1.6156160338942198, -1.2298762923104332, -0.1891079646578016, -0.4777331388546799]"
1,"[-0.3922824288203292, -0.9192628746432054, 2.123839317734935, 1.1607616398134935, -0.30476649113453286, 0.5605931578797778, -0.6061245470689207, -0.5652346913869648, -0.6526575079695448, 1.2775122955587137]"
1,"[1.4222381347034319, 0.3414460533420554, 0.12766989177880542, 0.33637416854159025, 0.5412608238369508, -1.076430166628868, 1.86614978047091, 0.7284993130329777, -1.858406035359699, -0.6997028108124255]"
1,"[0.1409032157589377, -2.1600946049778607, -0.8546245846069895, 0.8057436131989477, -1.539559972558637, -2.0505724148366533, 1.9302158291562599, -0.5886916288186246, 0.41774606922716806, 1.396226762377094]"
2,"[0.7935004405728799, 0.346081678866861, 1.0507087336945584, -0.9813102923598902, 1.6710208605960002, -1.4101862702341212, 0.7514660586387633, 1.162891434415689, -0.2371416509682267, -0.7907527297996266]"
1,"[-0.26761088809947503, -0.32917118389148053, 0.5585937359830425, 0.37256172441881885, -1.2733331161317953, 0.3219163877500774, 0.33977727603052277, -0.08999255869679386, -0.6985625752357747, -1.3248718996000621]"
1,"[-1.4785146208008788, -1.005662166669439, 0.023573622220323266, 1.2384976020406673, 0.8402049444209743, -1.3332439307623707, -0.04558983560579707, 0.9416860695534176, 0.5714663565952948, -1.2990405909292053]"
2,"[-1.1560132299168056, -1.636423007478324, -1.4318214956489075, -1.2345413791005007, 1.4262305779268527, 0.5228348200700212, 0.9856084320891113, 0.022077449006548844, -1.0030073157616795, -0.8828924236095]"
1,"[1.5603601603418538, 2.587684410403976, 0.29736054925047767, -0.34465472212063625, -0.4562869118411782, -1.049839360357185, -1.5559347729941366, -0.04696891982795088, -0.5492858697107491, -1.9024803755721698]"
1,"[0.2165831732471809, -0.14588601625480932, 0.17124429945970762, 2.236639071040421, 0.9109990530495821, -1.369447090899388, 0.7284146223788669, 0.22131650867156438, 0.34748730663374855, -0.10310289807584495]"
1,"[0.4869772858746311, 3.3693591686959743, 0.14021506362025374, 0.21413854891867806, 1.2307500651480983, 0.4382916382575979, 1.0785307343965738, 1.1429599283528193, -0.3485055933438997, 1.2055545407623764]"
1,"[1.1175144134029882, 0.3234341741083832, -0.625905832778359, 1.9936862957163044, 0.5898115965368796, -0.6474287899655449, 0.32923694976755064, 0.2604367380455589, -0.5537673346248628, 0.8695537476590367]"
1,"[0.23363862818273698, -0.422144122787862, -0.4936088699577124, 1.1166618074733274, -1.001189227118049, -0.6367307460267889, 0.7619832701511586, -0.5335696498773527, -0.6232192901923921, -0.6963001424180433]"
1,"[3.6459116060278456, -0.3974967449389777, 0.47443435976384624, 2.401153043967035, 0.016324852917366503, 1.7652892312876947, 1.4238369683160177, -0.7689983417566789, -0.848451553097707, -0.18763143568582308]"
1,"[-0.5773748538804866, 0.2475854876480872, 0.5066612753617082, 1.3136066265237842, 0.49049596953997315, 0.9217535764417383, 0.33349207385197316, -0.587358065242503, 0.05079630926401995, 0.6862048895973816]"
2,"[-0.1503445905306963, -0.8117504351834182, 0.9326668257408773, -1.1321517973449824, 1.3727623422323734, 1.4005115321922006, 1.0160113640215513, 1.485197334556139, -0.9444011810383829, -0.045114598356754264]"
2,"[0.6864641609134999, 1.4109321730740834, -0.6211589080761156, -0.5778931039335156, -0.612753338030734, -0.04922772508443619, -0.9339982390969158, -0.5900657262420447, 2.1067269549870784, -0.33531798826082526]"
1,"[-1.173879396224917, 0.08200945122977431, -1.6517690045409619, 1.2837828721061317, 0.3031739484340065, 0.5313473182878169, -0.18917163126412734, -1.8211100824300799, -1.3339067262557978, 0.5908783718782503]"
1,"[-1.3208378706630752, 1.2695217219641552, -0.6476259170457037, 0.21855163007080075, 0.19759178899272956, -0.061853298929872354, 1.3308684365074015, -0.08029280903825546, -0.3858951605665647, 0.347750184525384]"
1,"[0.3632873467529188, 1.2605640701132026, -0.0043328873809921654, -0.0015922391472312403, 0.02051127871005004, -0.6503438627535477, -0.32543208092457887, 0.05971920630032941, 0.38140903705858326, 0.5485373583674393]"
1,"[-1.837426819188872, -0.6089255416981576, -0.2714021447964195, -0.13322713592402288, -0.16843183923479757, -1.1560417049950136, 0.22786469864057332, -0.046363952157020306, -2.268314173984366, 2.8001905734491683]"
1,"[0.6198830907872505, -0.3472709577102439, -0.8481639686764993, -0.408565256699798, 0.4320141583901399, -0.05031037967768965, 0.23316501144672466, 0.01900194334277282, 0.7300541066551502, 0.2630307444596737]"
1,"[0.10563065922853017, 0.6736713082114605, 0.27272147759101933, 0.9356644899735821, -1.8607584965668262, -1.554078148464565, -0.014670339247425489, 0.5845362609289685, 0.5392155767621516, 0.764061434344961]"
2,"[-0.2547697082159861, -2.0782755974413756, 1.134262605679774, -0.5117404511250425, 1.0302588894128022, -1.083214464804349, -0.40716081401798887, 1.2627962211985604, -0.12521253412771693, 0.10169898318952285]"
1,"[-1.9907265416778595, -0.3126404911843439, 0.28939283708981284, 1.3482737822804887, -0.7526779359664103, -0.6347232818090178, 0.39066289194137976, -0.37376597024907765, -0.876125648405813, 1.600504861025227]"
2,"[1.5029115453006776, -0.18734838781445842, -0.9737270770208186, -1.0818648416872307, 0.975475951754487, -0.31235427614065686, -0.20586349614796642, -0.13610285003741995, 0.01792506615969716, 0.7424731485972371]"
1,"[-1.3777036279671444, -0.21416817256892812, -0.29284708641656243, 1.5972510402216198, -0.42036881148936817, 0.4087260614212744, -2.004446358260205, 1.3589161599899313, -0.3579620269620752, -0.3008519408761725]"
1,"[0.9044326105169371, -1.3713210025418363, 0.09901792649320264, 1.0431486948645716, -1.2459725197900473, 0.6613326500419284, 0.3101451707803574, -0.5215777111540824, 0.4862704014882804, 0.7275472626236841]"
2,"[0.8651482024766689, 1.3855729575977944, -1.3161882759215955, -0.748366212767093, 1.5798054752956374, 0.5004370237370693, -0.6339366169584604, -0.36291404598107857, -0.6148020813601031, 0.384430316673001]"
2,"[-0.9511016073875496, 0.23117741331274425, -0.3909178272063926, -0.8986757471273984, 1.4555722559606723, -0.1284122725736163, -1.5556393061824172, -0.5362722441459822, 0.11755549518930132, 1.6135322748385086]"
